,Release,Currency,Symbol,Programming language of implementation,Notes,Date,Close,Market Cap
10233,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-28,683.68,67759208004.0
10234,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-27,647.03,64114105428.0
10235,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-26,662.81,65663946135.0
10236,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-25,615.42,60955966711.0
10237,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-24,708.16,70127342534.0
10238,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-23,642.55,63617020167.0
10239,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-22,621.86,61556034015.0
10240,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-21,605.4,59913832194.0
10241,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-20,615.72,60922818296.0
10242,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-19,567.89,56178772001.0
10243,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-18,524.79,51904227886.0
10244,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-17,502.89,49728519115.0
10245,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-16,511.15,50534185799.0
10246,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-15,531.7,52555419462.0
10247,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-14,501.48,49557725333.0
10248,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-13,492.73,48683660481.0
10249,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-12,492.94,48693844481.0
10250,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-11,430.54,42521044920.0
10251,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-10,414.24,40903130396.0
10252,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-09,398.53,39343018191.0
10253,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-08,400.51,39530560784.0
10254,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-07,385.31,38023057371.0
10255,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-06,370.29,36532478896.0
10256,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-05,383.23,37802008408.0
10257,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-04,380.54,37528933631.0
10258,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-03,416.89,41105280498.0
10259,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-02,386.42,38093277842.0
10260,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-04-01,379.61,37413407420.0
10261,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-31,396.46,39066085342.0
10262,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-30,394.64,38879465944.0
10263,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-29,385.97,38016727209.0
10264,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-28,446.28,43948072321.0
10265,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-27,450.12,44316774118.0
10266,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-26,489.95,48228842327.0
10267,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-25,524.29,51598047955.0
10268,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-24,526.44,51799123912.0
10269,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-23,539.62,53084905906.0
10270,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-22,539.7,53082150649.0
10271,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-21,561.73,55237391316.0
10272,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-20,557.17,54777982164.0
10273,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-19,556.73,54722473140.0
10274,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-18,538.64,52934184182.0
10275,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-17,552.78,54312035489.0
10276,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-16,601.67,59103031871.0
10277,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-15,611.3,60037233577.0
10278,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-14,614.29,60318025226.0
10279,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-13,690.83,67819092121.0
10280,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-12,699.83,68688764839.0
10281,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-11,723.34,70981343639.0
10282,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-10,686.89,67390487259.0
10283,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-09,728.92,71498733754.0
10284,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-08,704.6,69098851661.0
10285,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-07,752.83,73813918307.0
10286,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-06,816.95,80083929891.0
10287,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-05,853.68,83667342992.0
10288,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-04,866.68,84923240778.0
10289,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-03,857.22,83979651073.0
10290,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-02,856.85,83925690001.0
10291,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-03-01,872.2,85410827047.0
10292,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-28,855.2,83728564149.0
10293,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-27,878.27,85968788108.0
10294,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-26,869.32,85074973200.0
10295,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-25,844.81,82659602549.0
10296,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-24,840.52,82222377928.0
10297,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-23,864.19,84520567485.0
10298,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-22,812.84,79482140044.0
10299,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-21,849.97,83095081059.0
10300,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-20,895.37,87514997546.0
10301,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-19,943.86,92235641556.0
10302,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-18,923.92,90267805476.0
10303,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-17,974.11,95151956513.0
10304,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-16,944.21,92211437654.0
10305,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-15,936.98,91485862822.0
10306,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-14,923.56,90157005929.0
10307,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-13,845.26,82496189206.0
10308,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-12,868.71,84767037716.0
10309,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-11,814.66,79476512347.0
10310,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-10,860.41,83922989198.0
10311,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-09,883.86,86191922699.0
10312,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-08,817.81,79733609806.0
10313,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-07,757.07,73796288509.0
10314,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-06,793.12,77294507868.0
10315,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-05,697.95,68005284183.0
10316,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-04,834.68,81310521832.0
10317,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-03,964.02,93890299032.0
10318,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-02,915.78,89173962074.0
10319,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-02-01,1036.79,100935354837.0
10320,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-31,1118.31,108848638400.0
10321,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-30,1071.13,104234481555.0
10322,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-29,1182.36,115034583684.0
10323,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-28,1246.01,121201618306.0
10324,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-27,1107.07,107663911307.0
10325,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-26,1055.17,102595008990.0
10326,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-25,1056.03,102657059605.0
10327,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-24,1058.78,102902843882.0
10328,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-23,986.23,95831359552.0
10329,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-22,1003.26,97465684890.0
10330,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-21,1049.58,101943726022.0
10331,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-20,1155.15,112174461242.0
10332,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-19,1039.1,100883462786.0
10333,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-18,1036.28,100588318055.0
10334,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-17,1014.25,98429091487.0
10335,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-16,1053.69,102231295311.0
10336,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-15,1291.92,125319766537.0
10337,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-14,1366.77,132554906162.0
10338,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-13,1396.42,135400735922.0
10339,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-12,1273.2,123426938667.0
10340,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-11,1154.93,111937424561.0
10341,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-10,1255.82,121689425203.0
10342,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-09,1299.74,125917925182.0
10343,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-08,1148.53,111244629093.0
10344,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-07,1153.17,111670667774.0
10345,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-06,1041.68,100852102738.0
10346,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-05,997.72,96574936368.0
10347,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-04,980.92,94924308783.0
10348,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-03,962.72,93146829617.0
10349,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-02,884.44,85552984077.0
10350,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2018-01-01,772.64,74724233458.0
10351,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-31,756.73,73170170967.0
10352,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-30,717.26,69338470696.0
10353,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-29,753.59,72835328712.0
10354,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-28,737.02,71219054808.0
10355,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-27,762.84,73698377070.0
10356,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-26,773.84,74744613931.0
10357,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-25,765.83,73955757349.0
10358,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-24,694.15,67019237420.0
10359,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-23,719.39,69441297649.0
10360,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-22,674.86,65129109277.0
10361,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-21,821.06,79221896341.0
10362,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-20,819.09,79014430828.0
10363,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-19,826.82,79743740362.0
10364,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-18,794.65,76623897492.0
10365,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-17,719.97,69409025338.0
10366,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-16,696.21,67103695920.0
10367,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-15,684.45,65956174321.0
10368,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-14,695.82,67036917107.0
10369,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-13,702.77,67692231422.0
10370,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-12,651.43,62733982232.0
10371,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-11,515.14,49597927198.0
10372,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-10,441.72,42520479602.0
10373,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-09,473.5,45570080683.0
10374,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-08,456.03,43879256076.0
10375,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-07,434.41,41789848007.0
10376,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-06,428.59,41220997942.0
10377,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-05,463.28,44548159326.0
10378,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-04,470.2,45204145125.0
10379,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-03,465.85,44776362724.0
10380,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-02,463.45,44535863933.0
10381,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-12-01,466.54,44823457369.0
10382,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-30,447.11,42947937239.0
10383,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-29,427.52,41057383009.0
10384,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-28,472.9,45405717909.0
10385,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-27,480.36,46111561438.0
10386,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-26,471.33,45235644662.0
10387,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-25,466.28,44741093552.0
10388,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-24,474.91,45560021462.0
10389,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-23,410.17,39340408036.0
10390,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-22,380.65,36501878925.0
10391,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-21,360.4,34552559750.0
10392,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-20,366.73,35151847933.0
10393,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-19,354.39,33961430090.0
10394,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-18,347.61,33305160559.0
10395,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-17,332.39,31840349187.0
10396,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-16,330.92,31692795453.0
10397,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-15,333.36,31919060540.0
10398,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-14,337.63,32321383639.0
10399,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-13,316.72,30312834756.0
10400,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-12,307.91,29463540579.0
10401,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-11,314.68,30105285828.0
10402,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-10,299.25,28623188738.0
10403,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-09,320.88,30685584327.0
10404,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-08,309.07,29549552409.0
10405,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-07,294.66,28165778801.0
10406,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-06,298.89,28564296472.0
10407,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-05,296.26,28307052341.0
10408,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-04,300.47,28702737365.0
10409,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-03,305.71,29197317355.0
10410,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-02,287.43,27445442368.0
10411,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-11-01,291.69,27846764494.0
10412,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-31,305.88,29194751985.0
10413,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-30,307.75,29367079933.0
10414,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-29,305.09,29106827254.0
10415,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-28,296.3,28262202960.0
10416,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-27,297.42,28363439564.0
10417,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-26,296.53,28271925666.0
10418,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-25,297.92,28399185652.0
10419,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-24,298.33,28431576038.0
10420,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-23,286.95,27341319876.0
10421,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-22,295.45,28144794782.0
10422,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-21,300.19,28590314194.0
10423,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-20,304.01,28947916800.0
10424,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-19,308.09,29330304837.0
10425,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-18,314.32,29917084625.0
10426,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-17,317.08,30173609812.0
10427,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-16,333.38,31718200756.0
10428,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-15,336.6,32018244067.0
10429,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-14,339.63,32301459659.0
10430,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-13,338.76,32213441854.0
10431,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-12,304.14,28916525240.0
10432,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-11,303.46,28847211568.0
10433,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-10,299.87,28501667385.0
10434,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-09,297.39,28261533648.0
10435,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-08,308.61,29322710612.0
10436,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-07,311.12,29557048403.0
10437,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-06,308.59,29311483315.0
10438,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-05,295.86,28098336333.0
10439,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-04,292.66,27789444567.0
10440,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-03,292.46,27766443809.0
10441,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-02,297.48,28237763674.0
10442,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-10-01,302.34,28694730559.0
10443,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-30,301.46,28607406298.0
10444,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-29,291.47,27654290280.0
10445,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-28,299.15,28379292201.0
10446,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-27,306.47,29068342956.0
10447,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-26,287.44,27259015800.0
10448,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-25,292.33,27718684465.0
10449,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-24,282.48,26780610986.0
10450,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-23,286.17,27125537826.0
10451,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-22,264.31,25049676632.0
10452,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-21,258.58,24502550354.0
10453,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-20,283.74,26881372918.0
10454,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-19,282.8,26787085258.0
10455,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-18,293.5,27794233413.0
10456,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-17,251.75,23835888183.0
10457,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-16,246.52,23336257868.0
10458,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-15,250.46,23704566170.0
10459,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-14,213.91,20240633669.0
10460,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-13,277.11,26215830135.0
10461,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-12,291.46,27568017613.0
10462,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-11,294.53,27852586150.0
10463,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-10,288.75,27300089799.0
10464,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-09,294.4,27829435118.0
10465,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-08,296.5,28021550341.0
10466,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-07,329.43,31127463390.0
10467,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-06,334.34,31584914370.0
10468,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-05,312.99,29562162666.0
10469,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-04,295.17,27873682151.0
10470,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-03,347.48,32807142041.0
10471,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-02,348.98,32942250738.0
10472,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-09-01,387.74,36593410761.0
10473,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-08-31,383.04,36142706814.0
10474,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-08-30,378.48,35705639885.0
10475,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-08-29,370.67,34961063278.0
10476,2015,Ethereum,ETH,"C++, Go",Supports Turing-complete smart contracts.,2017-08-28,347.75,32792635350.0
